_id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas
6422,SEM VÍTIMA,CANCELADA,2015-09-29T00:00:00,18:32:00.000,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE A BIG BEN NO CRUZAMENTO DA DOMINGOS FERREIRA COM A RUA VEN VINDA DE FARIAS,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0
6423,SEM VÍTIMA,EM ATENDIMENTO,2015-09-29T00:00:00,19:20:00.000,SAN MARTIN,AV GENERAL SAN MARTIN,,NA FACULDADE DO ESTACIO,COLISÃO,DENTRO DA FACULDADE ESTACIO NO PORTÃO PROX A GUARITA,1,1,,,,,,,,0
6424,SEM VÍTIMA,FINALIZADA,2015-09-29T00:00:00,19:49:00.000,BOA VISTA,RUA JOAO FERNANDES VIEIRA,644,PROX AO CLINICA DE FATURAS,COLISÃO,TRES AUTO,3,,,,,,,,,0
6425,SEM VÍTIMA,CANCELADA,2015-09-29T00:00:00,20:07:00.000,BOA VISTA,RUA DA GLORIA,338,ENF A PAGUE ENCENDIO,COLISÃO,TRES  AUTO,2,,,,,,,,,0
6426,SEM VÍTIMA,CANCELADA,2015-09-29T00:00:00,20:24:00.000,TOTÓ,RUA PAULINO DE FARIAS,,A POIS O MERCADINHO CRISTODIA \ PROX A ESTAÇÃO COQUERAL \ SENT BR,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6427,SEM VÍTIMA,CANCELADA,2015-09-29T00:00:00,22:47:00.000,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,ENFR AO AMERICANO BATISTA E A EMBRATEL SENTIDO OLINDA,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6428,SEM VÍTIMA,FINALIZADA,2015-09-29T00:00:00,22:55:00.000,BOA VISTA,RUA DA GLORIA,354,OBS: RUA DA CLORIA POR TRAS DO MERCADO DA BOA VISTA ENF AO CONVENTO,COLISÃO,4 AUTO PASSEIO O MESMO ABANDO NOU NO VEICULO NO LOCAL,4,,,,,,,,,0
6429,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,07:05:00.000,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,"SEMAFORO 78,VEICULO EM FRENTE DA CAIXA ECONNOMICA ,SENT/OLINDA",COLISÃO,COLISÃO SEM VITIMAS,1,1,,,,,,,,0
6430,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,07:15:00.000,SANTO ANTÔNIO,PTE PRINCESA IZABEL,,EM FRENTE AO TEATRO,COLISÃO,"",,,,,,,,,,1
6431,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,07:34:00.000,JAQUEIRA,RUA PADRE ROMA,,em frente AO HOSPITAL CORREIA PICANÇO,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0
6432,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,08:30:00.000,AFOGADOS,LARGO DA PAZ,,SENTIDO  RECIFE ANTIGO  E/F AO TROCÃO,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,,1,,,0
6433,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,08:33:00.000,MADALENA,RUA REAL DA TORRE,,MERCADO DA MADALENA,ATROPELAMENTO,BT´S JOÃO PAULO E ADILSON RAMOS NO LOCAL,1,,,,1,,,,,1
6434,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,08:39:00.000,AFOGADOS,RUA CINCO DE NOVEMBRO,234,E/F A RECIFE AUTO MOTORES,COLISÃO,SEM VÍTIMAS,1,,,,,,1,,,0
6435,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,08:48:00.000,MACAXEIRA,AV NORTE,0,"NO SEMÁFORO Nº 065, SENTIDO SUBÚRBIO",COLISÃO,SEM VÍTIMAS,2,,,,,,1,,,0
6436,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,08:58:00.000,BOA VISTA,RUA DO PRINCIPE,,E/F AO COLÉGIO JOÃO BARBALHO,COLISÃO,SEM VÍTIMAS,1,,,,,1,,,,0
6437,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,09:11:00.000,CORDEIRO,AV GENERAL SAN MARTIN,,"HA  50 METROD DO HOSPITAL GETULIO  VARGAS ,SENT/SAN MARTIN",COLISÃO,COLISÃO SEM VITIMA,1,1,,,,,,,,0
6438,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,09:38:00.000,DOIS IRMÃOS,RUA MANUEL DE MEDEIROS,319,E/F A JUNIOR JATO,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
6439,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,09:51:00.000,ILHA DO LEITE,RUA PAISSANDU,,SENTIDO ABDIAS  DE CARVALHO E/F  AO HOSPITAL CAPIBARIBE,COLISÃO,COLISÃO COM 1 VITIMA A ESPERA  DO SAMU,,2,,,,,,,,1
6440,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,09:53:00.000,IBURA,RUA ALVARENGA PEIXOTO,63,RUA DO TERMINAL DO ÔNIBUS UR 5 BARRO,COLISÃO,COLISÃO SEM VITIMA,1,1,,,,,,,,0
6441,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,11:07:00.000,BOA VIAGEM,RUA PEREIRA DA COSTA,,CUZAMENTO COM A Rua Capitão Rebelinho,COLISÃO,COLISÃO DOIS AUTOS SEM VITIMA,2,,,,,,,,,0
6442,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,11:13:00.000,ESTÂNCIA,AV RECIFE,5536,SENTIDO  CENTRO  E/F A DISTRIBUIDORA  SO HIDRAULICA,COLISÃO,COLISÃO  SEM VITIMAS,3,,,,,,,,,0
6443,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,11:14:00.000,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,4386,"E/F AO CERPE, SENTIDO BOA VIAGEM",COLISÃO,SEM VÍTIMAS.,2,,,,,,,,,0
6444,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,11:24:00.000,CURADO,BR 101 (DENTRO DA CEASA),,E/F  BANCO DO BRASIL,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
6445,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,11:42:00.000,BOA VISTA,RUA GERVASIO PIRES,,PROX  AO ESTACIONAMENTO DO SHOPPING BOA VISTA,COLISÃO,COLISÃO SEM VITIMAS  GM  DA ZONA AZUL  JULIERME   QTH,1,,,,,,1,,,0
6446,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,12:21:00.000,MADALENA,AV JOSE GONCALVES DE MEDEIROS,,COM ABDIAS DE CARVALHO / POR  TRAS DO EXTRA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6447,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,12:23:00.000,JORDÃO,AV MARECHAL MASCARENHAS DE MORAES,2156,"AO LADO MADEIREIRA PORTA LARGA, 100 METROS DA SAÍDA DO JORDÃO.",COLISÃO,2 AUTOS,2,,,,,,,,,0
6448,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,12:45:00.000,JORDÃO,AV MARIA IRENE,277,EM FRENTE A TRANSPORTE LOGISMAR,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6449,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,12:50:00.000,JAQUEIRA,RUA ANTENOR NAVARRO,,ESQ COM A AV ROSA E SILVA / SEMAFORO 522,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6450,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,13:02:00.000,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,1450,FRENTE AO NUMERO 1450,COLISÃO,COLISAO ENTRE AUTO E CAMINHAO,1,,,,,,1,,,0
6451,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,13:27:00.000,BAIRRO DO RECIFE,CAIS DO APOLO,,E/F DO FORT PROX DA PREFEITURA S/T OLINDA,COLISÃO,VT 36 ESTA NO QTH,1,,,,,1,,,,0
6452,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,13:32:00.000,BOA VISTA,RUA AURORA,,E/F DO RECIFE PALACE NA ESQUINA DA PONTE DA GUARARAPES,COLISÃO,COLISAO DEONIBUS E AUTO S/V,1,,,,,1,,,,0
6453,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,14:04:00.000,COELHOS,RUA CAPITAO JOSE DA LUZ,,POR TRAS DO IMIP PROX. A PRAÇA MIGUEL DE SERVANTES,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0
6454,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,14:33:00.000,IMBIRIBEIRA,RUA JOSE LINS DO REGO,,POR TRAS DA LOCALISA SENTIDO AEROPORTO PROXIMO AO POSTO SHELL,COLISÃO,ENTRE UMA CARRETA E AUTO,1,,,,,,1,,,0
6455,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,14:38:00.000,PARNAMIRIM,AV PARNAMIRIM,222,SEMAFORO 010,COLISÃO,MOTO E AUTO,1,1,,,,,,,,1
6456,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,14:39:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE AO BANCO SANTADER NO CRUZAMENTO DA MARC ARTUR COM MASCARENHA,COLISÃO,COLISÃO ENTRE AUTO E MOTO,1,,,,,,1,,,1
6457,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,15:14:00.000,BOA VIAGEM,RUA DOM JOSE LOPES,,PROX DO BAR E LAVA JATO ESCRITORIO,COLISÃO,COLISAO DE DOIS AUTOS S/V VT 13 NO QTH,2,,,,,,,,,0
6458,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,15:23:00.000,JOANA BEZERRA,AV BEIRA RIO,,SOBE VIADUTO JOANA BEZERRA AO LADO DA ACADEMIA DA CIDADE,COLISÃO,COLISAO DE AUTO E ONIBUS S/V,1,,,,,1,,,,0
6459,SEM VÍTIMA,EM ATENDIMENTO,2015-09-30T00:00:00,15:36:00.000,ESPINHEIRO,AV CONS ROSA E SILVA,,AO LADO DO HOSPITAL DOS SERVIDORES,COLISÃO,AMBULANCIA E KOMBI,1,,,,,,,1,,0
6460,SEM VÍTIMA,EM ATENDIMENTO,2015-09-30T00:00:00,16:04:00.000,TEJIPIÓ,AV DR JOSE RUFINO,,"E/F AO SEMAFORO DO PONTILHÃO DA ESTAÇÃO COQUEIRAL, SENTIDO JABOATÃO.",COLISÃO,01 MOTO E 01 AUTO,1,1,,,,,,,,0
6461,SEM VÍTIMA,EM ATENDIMENTO,2015-09-30T00:00:00,17:20:00.000,BOA VIAGEM,AV ARMINDO MOURA,500,E/F DO POSTO IPIRANGA AO LADO DO SEGUNDO COMAR,COLISÃO,COLISAO DE MOTO E AUTO S/V,,,,,,,,,,0
6462,SEM VÍTIMA,EM ATENDIMENTO,2015-09-30T00:00:00,17:27:00.000,IPUTINGA,AV CAXANGA,,E/F DO TERMINAL INTEGRADO DA CAXANGA,COLISÃO,COLISAO DE UM BRT E AUTO S/V,1,,,,,1,,,,0
6463,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,19:35:00.000,AFOGADOS,EST DOS REMEDIOS,,CRUZ. ABDIAS DE CARVALHO,COLISÃO,CAMINHÃO- AUTO,1,,,,,,1,,,0
6464,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,19:36:00.000,AFOGADOS,RUA SAO MIGUEL,,NO SEMAFORO 53 PROXIMO A BIG BENG,COLISÃO,S/V ENTRE UM AUTO E UM CAMINHÃO,1,,,,,,1,,,0
6465,COM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,19:50:00.000,MADALENA,RUA BENFICA,,PROX. A PRAÇA DO INTERNACIONAL,COLISÃO,MOTO - ONIBUS,,1,,,,1,,,,1
6466,COM VÍTIMA,CANCELADA,2015-09-30T00:00:00,20:57:00.000,IBURA,RUA VALE DO ITAJAI,,PROX A UPA E O COLEGIO MOVIMENTO CRIATIVO,COLISÃO,DERRAPO NA PISTA \ OBS  O MESMO INF QUE A PISTA ESTAR TOTALMENTE CHEIA DE OLHO PRECISANDO SER SINALIZADA URGENTE PARA NÃO HAVER OUTROS ACIDENTES,,1,,,,,,,,2
6467,SEM VÍTIMA,CANCELADA,2015-09-30T00:00:00,21:10:00.000,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,ENF AO HOSPITAL DA RESTAURAÇÃO,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6468,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,22:39:00.000,PARNAMIRIM,RUA JOAO TUDE DE MELO,,DE ESQ COM A RUA PARNAMIRIM,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6469,SEM VÍTIMA,FINALIZADA,2015-09-30T00:00:00,23:40:00.000,TORRE,RUA JOSE BONIFACIO,,NO CRUSAMENTO COM A RUA PADRE ANCHIETA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6470,SEM VÍTIMA,CANCELADA,2015-12-12T00:00:00,15:47:00.000,HIPÓDROMO,RUA MARQUES DE BAIPENDI,50,COM RUA PADRE VILLEMAIN/ PROX AO DEPOSITO DA COCA COLA  E O ANTIGO CALDINHO DA ZEZE,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6471,SEM VÍTIMA,EM ATENDIMENTO,2015-12-12T00:00:00,17:28:00.000,FUNDÃO,RUA CORONEL URBANO RIBEIRO DE SENA,318,EM A ACADEMIA  ATLETICA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6472,SEM VÍTIMA,FINALIZADA,2015-12-12T00:00:00,19:34:00.000,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,,"COLISÃO ENTRE AUTO E ONIBUS,S/V EM FRENTE AO CLUBE DO SPORT, SENTIDO CIDADE",COLISÃO,COLISÃO ENTRE AUTO E ONIBUS S/V,1,,,,,1,,,,0
6473,SEM VÍTIMA,FINALIZADA,2015-12-12T00:00:00,22:03:00.000,CAXANGÁ,AV CAXANGA,5584,"PROX. A INTEGRAÇÃO DA CAXANGA,",ENGAVETAMENTO,"COLISÃO COM QUATRO VEICULOS, S/V",4,,,,,,,,,0
6474,SEM VÍTIMA,FINALIZADA,2015-12-12T00:00:00,22:10:00.000,GRAÇAS,RUA BRUNO MAIA,250,POR TRAS DA PIZZARIA ATLANTICO E SEMAFORO 126,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6475,SEM VÍTIMA,CANCELADA,2015-12-12T00:00:00,22:33:00.000,BOA VIAGEM,AV FERNANDO SIMOES BARBOSA,1030,PROX AO RESTAURANTE PAJUÇARA,COLISÃO,TREAS AUTO,3,,,,,,,,,0
6476,SEM VÍTIMA,FINALIZADA,2015-12-12T00:00:00,22:57:00.000,ÁGUA FRIA,RUA BELO JARDIM,123,"PROX. AO MERCADO DE AGUA FRIA, SENTIDO BEBERIBE",COLISÃO,COLISAO ENTRE DOIS AUTO S/V,2,,,,,,,,,0
6477,SEM VÍTIMA,FINALIZADA,2015-12-12T00:00:00,23:04:00.000,CASA FORTE,AV DEZESSETE DE AGOSTO,1953,PROX. AO COLEGIO MASTER CHRIST,COLISÃO,COLISÃO ENTRE AUTO E MOTO C/V,1,1,,,,,,,,0
6478,SEM VÍTIMA,CANCELADA,2015-12-12T00:00:00,23:41:00.000,DERBY,RUA BENFICA,,SENTIDO SUBURBIO E CIDADE LOGO APOS O CLUBE INTERNACIONAL E ANTES DA PONTE DO DERBY,COLISÃO,COLISAO ENTRE DOIS AUTO,2,,,,,,,,,0
6479,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,00:32:00.000,DERBY,RUA AMARO BEZERRA,,"EM FRENTE A ARVORE DA GLOBO NORDESTE, PROX AO SEMAFORO 40",COLISÃO,COLISAO ENTRE UM AUTO E MOTO,1,1,,,,,,,,1
6480,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,02:07:00.000,TAMARINEIRA,EST DO ARRAIAL,2385,"PROX AO POSTO IPIRANGA, EM PRENTE AO PREDIO TRIUNFO COLONIAL",CHOQUE,O CARRO SE CHOCOU CONTRA UM POSTE,1,,,,,,,,,0
6481,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,02:37:00.000,ESTÂNCIA,AV DR JOSE RUFINO,656,EM BAIXO DO VIADUTO ULISSES GUIMARAES,COLISÃO,COLISAO ENTRE DOIS AUTO,2,,,,,,,,,0
6482,SEM VÍTIMA,CANCELADA,2015-12-13T00:00:00,05:18:00.000,ESPINHEIRO,RUA CONS PORTELA,210,EM FRENTE AO CREMEPE,COLISÃO,COLISAO ENTRE DOIS AUTO,2,,,,,,,,,0
6483,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,06:22:00.000,ZUMBI,RUA TOMAZ GONZAGA,,PROXÍMO AO SEMAFORO 280,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,1,,,,0
6484,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,06:24:00.000,CASA AMARELA,RUA PAULA BATISTA,616,E/F A DELEGACIA DE CASA AMARELA,COLISÃO,SEM VÍTIMAS.,1,,,,,,,,1,0
6485,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,07:41:00.000,TORRE,RUA JOSE BONIFACIO,,PROXÍMO A DOBRADINHA DO GORDO,CHOQUE,VEÍCULO SE CHOCOU COM UM POSTE,1,,,,,,,,,0
6486,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,10:15:00.000,JARDIM SÃO PAULO,RUA LEANDRO BARRETO,685,"E/F A FARMACIA POPULAR. NO LADODIREITADA VIA, SENTIDO CIDADE.(SEMÁFORO Nº 507)",COLISÃO,SEM VÍTIMAS.,1,,,,,1,,,,0
6487,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,11:12:00.000,IMBIRIBEIRA,RUA IZABEL DE SOUZA,416,CRUZ COM A  RUA DA PAMPULHA  DE ESQUINA COM  EUROVIA,COLISÃO,"COLISÃO SEM, VITIMAS",2,,,,,,,,,0
6488,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,12:20:00.000,BOA VIAGEM,RUA BELMONTE,147,COM A RUA JOSE DOMINGUES DA SILVA / EM FRENTE AO VIA IMOVEIS,COLISÃO,CINQUENTINHA E AUTO,1,1,,,,,,,,2
6489,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,12:29:00.000,ENCRUZILHADA,AV JOAO DE BARROS,,AO LADO DO BANCO SANTANDER - SEMAFARO 043,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,,0
6490,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,13:15:00.000,AFOGADOS,LARGO DA PAZ,93,E/F AO BANCO SANTANDER,COLISÃO,COLISAO ENTRE AUTOS,1,,,,,1,,,,0
6491,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,14:03:00.000,BOA VIAGEM,RUA TENENTE JOAO CICERO,325,"EDF SAN PIERRE, PRÓXIMO AO COLÉGIO APA",COLISÃO,01 AUTO 01 MOTO,1,1,,,,,,,,1
6492,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,14:19:00.000,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,EM FRENTE AO BOMPREÇO / EM FRENTE AO PONTEIO / LADO DIREITO DA VIA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6493,SEM VÍTIMA,CANCELADA,2015-12-13T00:00:00,14:21:00.000,BOA VIAGEM,RUA TENENTE JOAO CICERO,325,PX AO COLEGIO SANTA MARIA,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,0
6494,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,15:55:00.000,MADALENA,RUA DEMOCRITO DE SOUZA FILHO,300,"E/F AO RESIDENCIAL BENFICA, RUA RESTAURANTE ESTRELA DO MAR",COLISÃO,01 ONIBUS 01 AUTO,1,,,,,1,,,,0
6495,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,16:30:00.000,CAMPO GRANDE,AV PROFESSOR JOSE DOS ANJOS,,EM FRENTE AO ECO DA COMPESA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0
6496,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,16:34:00.000,VÁRZEA,AV CAXANGA,4617,SEMAFARO 608,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,,0
6497,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,16:46:00.000,VASCO DA GAMA,RUA VASCO DA GAMA,,EM FRENTE AO SESI DO  VASCO / FAIXA DA DIREITA,COLISÃO,MOTO E AUTO,1,1,,,,,,,,2
6498,COM VÍTIMA,EM ATENDIMENTO,2015-12-13T00:00:00,16:53:00.000,IBURA,RUA DR BENIGNO JORDAO DE VASCONCELOS,250,PX A UPA,COLISÃO,COLISAO ENTRE MOTO E AUTO,1,1,,,,,,,,1
6499,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,16:55:00.000,AFOGADOS,RUA 14 DE NOVEMBRO,,APOS A ESTAÇÃO DO METRO/ SENT CIDADE/ AO LADO DO POSTO TOTAL,COLISÃO,TRES AUTOS,3,,,,,,,,,0
6500,COM VÍTIMA,CANCELADA,2015-12-13T00:00:00,17:09:00.000,CASA AMARELA,AV PEDRO ALLAIN,152,"",COLISÃO,DOIS AUTOS,2,,,,,,,,,1
6501,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,17:35:00.000,TORRÕES,RUA DR ANICETO RIBEIRO VAREJAO,226,RUA DA PIZZARIA VILA PIZZA,COLISÃO,COLISÃO ENTRE DOIS AUTOS E CHOQUE COM MURO,2,,,,,,,,,0
6502,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,17:39:00.000,CASA AMARELA,AV PEDRO ALLAIN,125,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,COLISÃO,"",1,1,,,,,,,,1
6503,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,17:43:00.000,SÃO JOSÉ,AV DANTAS BARRETO,,AV NOSSA SENHORA DO CARMO / SEMÁFORO 284,COLISÃO,DOIS ONIBUS,,,,,,2,,,,1
6504,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,18:52:00.000,BOA VISTA,PTE DUARTE COELHO,,"",ATROPELAMENTO,TAXI,,,,,,,,,,1
6505,SEM VÍTIMA,CANCELADA,2015-12-13T00:00:00,19:31:00.000,SÃO JOSÉ,AV DANTAS BARRETO,1396,TERMINAL DA 2002 FINAL DA DANTAS BARRETO,COLISÃO,AUTO E CINQUENTINHA,1,1,,,,,,,,0
6506,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,19:38:00.000,BOA VIAGEM,AV BOA VIAGEM,97,ENFR AO BOI BRAZA,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6507,SEM VÍTIMA,CANCELADA,2015-12-13T00:00:00,20:21:00.000,MUSTARDINHA,RUA VINTE E UM DE ABRIL,1245,"",COLISÃO,DOIS AUTO,2,,,,,,,,,0
6508,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,21:57:00.000,AREIAS,AV RECIFE,,ENFR AO BOM PREÇO SENTIDO BOAM VIAGEM,COLISÃO,ONIBUS CRT X AUTO,1,,,,,1,,,,0
6509,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,22:09:00.000,BOA VIAGEM,RUA DOS NAVEGANTES,767,PROX. AO HOTEL RECIFE PALYCE,COLISÃO,DOIS AUTO,2,,,,,,,,,0
6510,COM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,20:00:00.000,MUSTARDINHA,RUA VINTE E UM DE ABRIL,1468,"",COLISÃO,DUAS MOTOS,0,2,,,,,,,,3
6511,SEM VÍTIMA,FINALIZADA,2015-12-13T00:00:00,23:45:00.000,SANTO AMARO,RUA ALTO 13 DE MAIO,,"EM FRENTE A PRAÇA 13 DE MAIO, EM FRENTE AO SEMAFORO 031",COLISÃO,COLISAO ENTRE UM CARRO E ONIBUS,1,,,,,1,,,,0
6512,COM VÍTIMA,CANCELADA,2015-12-14T00:00:00,00:17:00.000,ÁGUA FRIA,RUA SAO SEBASTIAO,166,EM FRENTE AO CONSULTORIO DE ONDONTOLOGIA DR DUTRA,COLISÃO,DOIS AUTO,2,,,,,,,,,2
6513,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,09:18:00.000,BOA VISTA,AV CONDE DA BOA VISTA,,"E/F A RÁDIO CLÍNICA, AO LADO DA MICROLINS. SENTIDO CIDADE.( SEMÁFORO Nº 027)",COLISÃO,SEM VÍTIMAS,2,1,,,,,,,,0
6514,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,09:59:00.000,CORDEIRO,AV GENERAL SAN MARTIN,,"EM FRENTE AO HOSPITAL GETULIO VARGAS,",COLISÃO,"COLISÃO SEM VITIMAS,VEICULO OFICIAL",2,,,,,,,,,0
6515,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,09:50:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,SENTIDO AFOGADOS EM FRENTE A CONSERCIONÁRIA MEIRA LINS,COLISÃO,COLISÃO SEM VITIMA ENTRE AUTO E ONIBUS,1,,,,,1,,,,0
6516,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,10:52:00.000,BOA VIAGEM,RUA DOM BOSCO,,CRUZ COM AGAMENON MAGALHÃES,COLISÃO,AUTO E MOTO SEM VÍTIMAS,1,1,,,,,,,,0
6517,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:10:00.000,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,"EM FRENTE AO AEROPORTO,EMBAIXO DA LOMBADA ELETRONICA SENT/RECIFE",COLISÃO,COLISÃO SEM VITIMAS.,2,,,,,,,,,0
6518,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:06:00.000,TORRE,RUA SOUZA BANDEIRA,74,"E/F AO COLÉGIO LUBIESCA, NO LADO DIREITO DA VIA.",COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0
6519,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:32:00.000,BOA VISTA,RUA JOAO FERNANDES VIEIRA,560,EM FRENTE AO JAULA CURSO,COLISÃO,QUEDA DE ÁRVORE EM CIMA DE VEÍCULOS,,,,,,,,,,0
6520,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:36:00.000,BOA VISTA,RUA JOSE DE ALENCAR,959,EM FRENTE AO EDF BELA VISTA,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0
6521,SEM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:39:00.000,JARDIM SÃO PAULO,RUA DAMASCO,,AO LADO DA DELEGACIA,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,,1,,,0
6522,COM VÍTIMA,FINALIZADA,2015-12-14T00:00:00,11:53:00.000,BONGI,RUA ISAAC MARKMAN,,NO CRUZAMENTO ENTRE ACELPE DO BONGI E A SECRETARIA DE SAUDE,COLISÃO,COLISÃO COM VITIMA,2,,,,,,,,,1
